operacion;estado;sub;fecha;asesor
986580;INVESTIGACION;PRIMER BARRIDO;20210830;CEGROUP.BARRIDO1
4330508;INVESTIGACION;SEGUNDO BARRIDO;20210824;CEGROUP.BARRIDO2
979110;INVESTIGACION;PRIMER BARRIDO;20220124;CEGROUP.BARRIDO1
991652;INVESTIGACION;PRIMER BARRIDO;20210823;CEGROUP.BARRIDO1
1060876;RENUENTE;FALLECIDO;20210825;CEGROUP.FALLECIDO
1016575;INVESTIGACION;PRIMER BARRIDO;20211115;CEGROUP.BARRIDO1
1037188;INVESTIGACION;PRIMER BARRIDO;20210915;CEGROUP.BARRIDO1
886509;INVESTIGACION;PRIMER BARRIDO;20211021;CEGROUP.BARRIDO1
3819828;INVESTIGACION;PRIMER BARRIDO;20211125;CEGROUP.BARRIDO1
973284;INVESTIGACION;SEGUNDO BARRIDO;20210901;CEGROUP.BARRIDO2
978968;RENUENTE;NO CONTESTA;20220208;CEGROUP.RENUENTES
984479;INVESTIGACION;PRIMER BARRIDO;20210825;CEGROUP.BARRIDO1
984571;INVESTIGACION;PRIMER BARRIDO;20210825;CEGROUP.BARRIDO1
984746;INVESTIGACION;PRIMER BARRIDO;20210825;CEGROUP.BARRIDO1
984992;INVESTIGACION;PRIMER BARRIDO;20210825;CEGROUP.BARRIDO1
985299;INVESTIGACION;PRIMER BARRIDO;20210825;CEGROUP.BARRIDO1
991841;INVESTIGACION;PRIMER BARRIDO;20210828;CEGROUP.BARRIDO1
991972;INVESTIGACION;SEGUNDO BARRIDO;20210812;CEGROUP.BARRIDO2
992098;INVESTIGACION;PRIMER BARRIDO;20220121;CEGROUP.BARRIDO1
972909;INVESTIGACION;PRIMER BARRIDO;20211210;CEGROUP.BARRIDO1
973384;INVESTIGACION;PRIMER BARRIDO;20211210;CEGROUP.BARRIDO1
1005978;INVESTIGACION;PRIMER BARRIDO;20211104;CEGROUP.BARRIDO1
1010929;ACUERDO;PAGO TOTAL;20220211;CEGROUP.RENUENTES
1011148;INVESTIGACION;PRIMER BARRIDO;20210907;CEGROUP.BARRIDO1
1016887;RENUENTE;NO CONTESTA;20220202;CEGROUP.RENUENTES
1016995;INVESTIGACION;PRIMER BARRIDO;20211115;CEGROUP.BARRIDO1
1036887;INVESTIGACION;SEGUNDO BARRIDO;20210812;CEGROUP.BARRIDO2
1041379;INVESTIGACION;PRIMER BARRIDO;20211208;CEGROUP.BARRIDO1
884403;INVESTIGACION;PRIMER BARRIDO;20211104;CEGROUP.BARRIDO1
884615;INVESTIGACION;PRIMER BARRIDO;20211105;CEGROUP.BARRIDO1
890941;INVESTIGACION;PRIMER BARRIDO;20210811;CEGROUP.BARRIDO1
891086;INVESTIGACION;PRIMER BARRIDO;20210914;CEGROUP.BARRIDO1
905529;INVESTIGACION;SEGUNDO BARRIDO;20210814;CEGROUP.BARRIDO2
917285;INVESTIGACION;SEGUNDO BARRIDO;20210814;CEGROUP.BARRIDO2
167682;INVESTIGACION;PRIMER BARRIDO;20211203;CEGROUP.BARRIDO1
677095;INVESTIGACION;PRIMER BARRIDO;20211021;CEGROUP.BARRIDO1
2501927;INVESTIGACION;PRIMER BARRIDO;20211210;CEGROUP.BARRIDO1
4406729;INVESTIGACION;PRIMER BARRIDO;20210902;CEGROUP.BARRIDO1
887350;INVESTIGACION;PRIMER BARRIDO;20210817;CEGROUP.BARRIDO1
890476;INVESTIGACION;SEGUNDO BARRIDO;20210812;CEGROUP.BARRIDO2
991267;INVESTIGACION;SEGUNDO BARRIDO;20210927;CEGROUP.BARRIDO2
1036113;INVESTIGACION;DATOS EXTERNOS SUPER GIROS;20210817;SUPERGIROS1
396973;INVESTIGACION;PRIMER BARRIDO;20210824;CEGROUP.BARRIDO1
1774050;INVESTIGACION;PRIMER BARRIDO;20211116;CEGROUP.BARRIDO1
5081783;INVESTIGACION;PRIMER BARRIDO;20210825;CEGROUP.BARRIDO1
811740;INVESTIGACION;SEGUNDO BARRIDO;20210826;CEGROUP.BARRIDO2
1041401;INVESTIGACION;PRIMER BARRIDO;20211208;CEGROUP.BARRIDO1
2117128;INVESTIGACION;PRIMER BARRIDO;20211108;CEGROUP.BARRIDO1
156274;INVESTIGACION;PRIMER BARRIDO;20211021;CEGROUP.BARRIDO1
3586945;INVESTIGACION;PRIMER BARRIDO;20210915;CEGROUP.BARRIDO1
3438931;INVESTIGACION;SEGUNDO BARRIDO;20210709;CEGROUP.BARRIDO2
390855;INVESTIGACION;SEGUNDO BARRIDO;20210813;CEGROUP.BARRIDO2
3910858;INVESTIGACION;SEGUNDO BARRIDO;20210811;CEGROUP.BARRIDO2
991320;INVESTIGACION;SEGUNDO BARRIDO;20210823;CEGROUP.BARRIDO2
991439;INVESTIGACION;SEGUNDO BARRIDO;20210927;CEGROUP.BARRIDO2
884237;RENUENTE;FALLECIDO;20211104;CEGROUP.FALLECIDO
418517;INVESTIGACION;PRIMER BARRIDO;20211105;CEGROUP.BARRIDO1
3154815;RENUENTE;MENSAJE EXTERNO;20220124;CEGROUP.RENUENTES
4798048;RENUENTE;NO CONTESTA;20220203;CEGROUP.RENUENTES
978346;RENUENTE;NO CONTESTA;20220208;CEGROUP.RENUENTES
972551;INVESTIGACION;PRIMER BARRIDO;20211104;CEGROUP.BARRIDO1
1010808;INVESTIGACION;PRIMER BARRIDO;20210907;CEGROUP.BARRIDO1
227471;INVESTIGACION;PRIMER BARRIDO;20220122;CEGROUP.BARRIDO1
3541653;INVESTIGACION;PRIMER BARRIDO;20211021;CEGROUP.BARRIDO1
979243;INVESTIGACION;PRIMER BARRIDO;20211201;CEGROUP.BARRIDO1
972042;INVESTIGACION;PRIMER BARRIDO;20211104;CEGROUP.BARRIDO1
1037081;INVESTIGACION;PRIMER BARRIDO;20211130;CEGROUP.BARRIDO1
4507299;INVESTIGACION;PRIMER BARRIDO;20220201;CEGROUP.BARRIDO1
1397259;INVESTIGACION;SEGUNDO BARRIDO;20210824;CEGROUP.BARRIDO2
734093;INVESTIGACION;PRIMER BARRIDO;20211019;CEGROUP.BARRIDO1
1103768;INVESTIGACION;PRIMER BARRIDO;20211021;CEGROUP.BARRIDO1
120121;INVESTIGACION;PRIMER BARRIDO;20220202;CEGROUP.BARRIDO1
121979;INVESTIGACION;PRIMER BARRIDO;20220202;CEGROUP.BARRIDO1
972413;INVESTIGACION;PRIMER BARRIDO;20211202;CEGROUP.BARRIDO1
978250;INVESTIGACION;SEGUNDO BARRIDO;20210913;CEGROUP.BARRIDO2
991636;INVESTIGACION;PRIMER BARRIDO;20210828;CEGROUP.BARRIDO1
972423;INVESTIGACION;PRIMER BARRIDO;20210915;CEGROUP.BARRIDO1
991588;INVESTIGACION;PRIMER BARRIDO;20210828;CEGROUP.BARRIDO1
917240;INVESTIGACION;PRIMER BARRIDO;20220131;CEGROUP.BARRIDO1
100656;INVESTIGACION;PRIMER BARRIDO;20211021;CEGROUP.BARRIDO1
3452987;RENUENTE;SIN INTENSION DE PAGO;20220128;CEGROUP.RENUENTES
3892803;INVESTIGACION;PRIMER BARRIDO;20211210;CEGROUP.BARRIDO1
394771;RENUENTE;SIN INTENSION DE PAGO;20220211;CEGROUP.RENUENTES
2460303;INVESTIGACION;SEGUNDO BARRIDO;20210811;CEGROUP.BARRIDO2
984706;INVESTIGACION;PRIMER BARRIDO;20210823;CEGROUP.BARRIDO1
972220;INVESTIGACION;PRIMER BARRIDO;20211104;CEGROUP.BARRIDO1
917919;INVESTIGACION;PRIMER BARRIDO;20211104;CEGROUP.BARRIDO1
1042382;INVESTIGACION;SEGUNDO BARRIDO;20210824;CEGROUP.BARRIDO2
4826581;INVESTIGACION;SEGUNDO BARRIDO;20210824;CEGROUP.BARRIDO2
986705;INVESTIGACION;PRIMER BARRIDO;20210830;CEGROUP.BARRIDO1
5018525;INVESTIGACION;PRIMER BARRIDO;20220211;CEGROUP.BARRIDO1
993683;INVESTIGACION;SEGUNDO BARRIDO;20210727;CEGROUP.BARRIDO2
2271032;RENUENTE;MENSAJE EXTERNO;20220207;CEGROUP.RENUENTES
132358;INVESTIGACION;SEGUNDO BARRIDO;20210826;CEGROUP.BARRIDO2
973013;INVESTIGACION;PRIMER BARRIDO;20211202;CEGROUP.BARRIDO1
3855239;INVESTIGACION;SEGUNDO BARRIDO;20210824;CEGROUP.BARRIDO2
2993416;INVESTIGACION;PRIMER BARRIDO;20211214;CEGROUP.BARRIDO1
4043467;PAZ Y SALVO;PAZ Y SALVO;20220125;MAYRA.RUIZ
2144703;INVESTIGACION;PRIMER BARRIDO;20211216;CEGROUP.BARRIDO1
991386;INVESTIGACION;SEGUNDO BARRIDO;20210925;CEGROUP.BARRIDO2
981941;INVESTIGACION;PRIMER BARRIDO;20211209;CEGROUP.BARRIDO1
1083140;INVESTIGACION;PRIMER BARRIDO;20211021;CEGROUP.BARRIDO1
2810656;RENUENTE;MENSAJE EXTERNO;20220207;CEGROUP.RENUENTES
592050;INVESTIGACION;SEGUNDO BARRIDO;20210826;CEGROUP.BARRIDO2
2177861;INVESTIGACION;PRIMER BARRIDO;20211215;CEGROUP.BARRIDO1
983963;RENUENTE;MENSAJE EXTERNO;20220203;CEGROUP.RENUENTES
2095996;INVESTIGACION;PRIMER BARRIDO;20211122;CEGROUP.BARRIDO1
3666391;INVESTIGACION;PRIMER BARRIDO;20210921;CEGROUP.BARRIDO1
986169;INVESTIGACION;PRIMER BARRIDO;20210823;CEGROUP.BARRIDO1
984933;INVESTIGACION;PRIMER BARRIDO;20210823;CEGROUP.BARRIDO1
1379190;INVESTIGACION;SEGUNDO BARRIDO;20210629;CEGROUP.BARRIDO2
1523885;RENUENTE;INTENSION DE PAGO;20220207;NEIDY.FERNAN
2415851;INVESTIGACION;PRIMER BARRIDO;20211104;CEGROUP.BARRIDO1
5063767;INVESTIGACION;PRIMER BARRIDO;20211218;CEGROUP.BARRIDO1
905219;INVESTIGACION;SEGUNDO BARRIDO;20210814;CEGROUP.BARRIDO2
1001464;INVESTIGACION;PRIMER BARRIDO;20210915;CEGROUP.BARRIDO1
891906;INVESTIGACION;PRIMER BARRIDO;20210811;CEGROUP.BARRIDO1
3408322;INVESTIGACION;SEGUNDO BARRIDO;20210823;CEGROUP.BARRIDO2
361736;INVESTIGACION;SEGUNDO BARRIDO;20210920;CEGROUP.BARRIDO2
4163417;RENUENTE;NO CONTESTA;20220205;CEGROUP.RENUENTES
1083181;INVESTIGACION;PRIMER BARRIDO;20211104;CEGROUP.BARRIDO1
978974;INVESTIGACION;SEGUNDO BARRIDO;20211001;CEGROUP.BARRIDO2
982125;INVESTIGACION;PRIMER BARRIDO;20211216;CEGROUP.BARRIDO1
3146131;PAZ Y SALVO;PAZ Y SALVO;20220131;CEGROUP.PAZYSALVO
1378512;INVESTIGACION;SEGUNDO BARRIDO;20210820;CEGROUP.BARRIDO2
3736580;INVESTIGACION;SEGUNDO BARRIDO;20210913;CEGROUP.BARRIDO2
2132624;RENUENTE;NO CONTESTA;20220202;MAYRA.RUIZ
1990321;INVESTIGACION;PRIMER BARRIDO;20210826;CEGROUP.BARRIDO1
972781;INVESTIGACION;PRIMER BARRIDO;20211202;CEGROUP.BARRIDO1
586575;INVESTIGACION;PRIMER BARRIDO;20210910;CEGROUP.BARRIDO1
1132646;INVESTIGACION;PRIMER BARRIDO;20210921;CEGROUP.BARRIDO1
2321519;INVESTIGACION;PRIMER BARRIDO;20211125;CEGROUP.BARRIDO1
4209062;INVESTIGACION;PRIMER BARRIDO;20211104;CEGROUP.BARRIDO1
4583923;INVESTIGACION;SEGUNDO BARRIDO;20210824;CEGROUP.BARRIDO2
4479580;INVESTIGACION;PRIMER BARRIDO;20211214;CEGROUP.BARRIDO1
1730283;INVESTIGACION;PRIMER BARRIDO;20210907;CEGROUP.BARRIDO1
984855;INVESTIGACION;PRIMER BARRIDO;20210823;CEGROUP.BARRIDO1
1102001;INVESTIGACION;PRIMER BARRIDO;20210811;CEGROUP.BARRIDO1
3520723;INVESTIGACION;SEGUNDO BARRIDO;20210709;CEGROUP.BARRIDO2
978441;INVESTIGACION;PRIMER BARRIDO;20220121;CEGROUP.BARRIDO1
3395632;PAZ Y SALVO;PAZ Y SALVO;20220201;CEGROUP.PAZYSALVO
537487;INVESTIGACION;PRIMER BARRIDO;20211021;CEGROUP.BARRIDO1
3171631;INVESTIGACION;PRIMER BARRIDO;20210811;CEGROUP.BARRIDO1
2844507;RENUENTE;NO CONTESTA;20220207;CEGROUP.RENUENTES
1071526;INVESTIGACION;PRIMER BARRIDO;20211021;CEGROUP.BARRIDO1
3606104;INVESTIGACION;SEGUNDO BARRIDO;20210519;CEGROUP.BARRIDO2
3042116;RENUENTE;FALLECIDO;20210715;CEGROUP.FALLECIDO
4849609;INVESTIGACION;SEGUNDO BARRIDO;20210824;CEGROUP.BARRIDO2
910414;INVESTIGACION;SEGUNDO BARRIDO;20210814;CEGROUP.BARRIDO2
3354379;INVESTIGACION;PRIMER BARRIDO;20211021;CEGROUP.BARRIDO1
2904739;INVESTIGACION;SEGUNDO BARRIDO;20210824;CEGROUP.BARRIDO2
978236;INVESTIGACION;SEGUNDO BARRIDO;20210913;CEGROUP.BARRIDO2
978589;INVESTIGACION;DATOS EXTERNOS SUPER GIROS;20211216;SUPERGIROS1
1083607;INVESTIGACION;PRIMER BARRIDO;20211021;CEGROUP.BARRIDO1
131622;INVESTIGACION;SEGUNDO BARRIDO;20210608;CEGROUP.BARRIDO2
905173;INVESTIGACION;SEGUNDO BARRIDO;20210814;CEGROUP.BARRIDO2
978203;INVESTIGACION;SEGUNDO BARRIDO;20210913;CEGROUP.BARRIDO2
973833;INVESTIGACION;PRIMER BARRIDO;20211204;CEGROUP.BARRIDO1
991414;INVESTIGACION;SEGUNDO BARRIDO;20210723;CEGROUP.BARRIDO2
3454240;INVESTIGACION;SEGUNDO BARRIDO;20210624;CEGROUP.BARRIDO2
2536513;INVESTIGACION;SEGUNDO BARRIDO;20210709;CEGROUP.BARRIDO2
917116;INVESTIGACION;PRIMER BARRIDO;20220121;CEGROUP.BARRIDO1
3774690;INVESTIGACION;SEGUNDO BARRIDO;20210913;CEGROUP.BARRIDO2
1059694;INVESTIGACION;SEGUNDO BARRIDO;20210825;CEGROUP.BARRIDO2
3103538;INVESTIGACION;SEGUNDO BARRIDO;20210914;CEGROUP.BARRIDO2
2931152;INVESTIGACION;SEGUNDO BARRIDO;20210824;CEGROUP.BARRIDO2
591488;INVESTIGACION;SEGUNDO BARRIDO;20210826;CEGROUP.BARRIDO2
4092959;INVESTIGACION;SEGUNDO BARRIDO;20210901;CEGROUP.BARRIDO2
991427;INVESTIGACION;SEGUNDO BARRIDO;20210925;CEGROUP.BARRIDO2
978910;INVESTIGACION;SEGUNDO BARRIDO;20211001;CEGROUP.BARRIDO2
3498882;INVESTIGACION;SEGUNDO BARRIDO;20210709;CEGROUP.BARRIDO2
912693;INVESTIGACION;PRIMER BARRIDO;20211116;CEGROUP.BARRIDO1
3358525;RENUENTE;SIN INTENSION DE PAGO;20220124;CEGROUP.RENUENTES
979045;RENUENTE;FALLECIDO;20210623;CEGROUP.FALLECIDO
3836031;INVESTIGACION;PRIMER BARRIDO;20211201;CEGROUP.BARRIDO1
3366552;INVESTIGACION;PRIMER BARRIDO;20211127;CEGROUP.BARRIDO1
1036579;INVESTIGACION;PRIMER BARRIDO;20211104;CEGROUP.BARRIDO1
988695;INVESTIGACION;PRIMER BARRIDO;20210830;CEGROUP.BARRIDO1
2083350;INVESTIGACION;SEGUNDO BARRIDO;20210825;CEGROUP.BARRIDO2
885321;INVESTIGACION;PRIMER BARRIDO;20211104;CEGROUP.BARRIDO1
819939;INVESTIGACION;PRIMER BARRIDO;20220119;CEGROUP.BARRIDO1
1039240;INVESTIGACION;PRIMER BARRIDO;20210902;CEGROUP.BARRIDO1
978521;INVESTIGACION;PRIMER BARRIDO;20211216;CEGROUP.BARRIDO1
154712;INVESTIGACION;PRIMER BARRIDO;20211021;CEGROUP.BARRIDO1
3291284;INVESTIGACION;PRIMER BARRIDO;20210915;CEGROUP.BARRIDO1
2984417;INVESTIGACION;PRIMER BARRIDO;20211129;CEGROUP.BARRIDO1
979180;INVESTIGACION;PRIMER BARRIDO;20211120;CEGROUP.BARRIDO1
4839306;INVESTIGACION;PRIMER BARRIDO;20220207;CEGROUP.BARRIDO1
1016821;INVESTIGACION;PRIMER BARRIDO;20211116;CEGROUP.BARRIDO1
369521;RENUENTE;SIN INTENSION DE PAGO;20220211;CEGROUP.RENUENTES
1921058;INVESTIGACION;SEGUNDO BARRIDO;20210518;CEGROUP.BARRIDO2
128411;INVESTIGACION;SEGUNDO BARRIDO;20210823;CEGROUP.BARRIDO2
985178;INVESTIGACION;PRIMER BARRIDO;20210823;CEGROUP.BARRIDO1
885263;INVESTIGACION;PRIMER BARRIDO;20211201;CEGROUP.BARRIDO1
791396;INVESTIGACION;PRIMER BARRIDO;20210909;CEGROUP.BARRIDO1
394722;INVESTIGACION;PRIMER BARRIDO;20210824;CEGROUP.BARRIDO1
4386959;INVESTIGACION;SEGUNDO BARRIDO;20210820;CEGROUP.BARRIDO2
891251;INVESTIGACION;PRIMER BARRIDO;20210922;CEGROUP.BARRIDO1
917014;INVESTIGACION;SEGUNDO BARRIDO;20210814;CEGROUP.BARRIDO2
1006388;INVESTIGACION;PRIMER BARRIDO;20211116;CEGROUP.BARRIDO1
2222022;INVESTIGACION;PRIMER BARRIDO;20211202;CEGROUP.BARRIDO1
2245282;INVESTIGACION;PRIMER BARRIDO;20210811;CEGROUP.BARRIDO1
1071506;INVESTIGACION;SEGUNDO BARRIDO;20210812;CEGROUP.BARRIDO2
434882;INVESTIGACION;PRIMER BARRIDO;20211021;CEGROUP.BARRIDO1
2241658;INVESTIGACION;PRIMER BARRIDO;20211215;CEGROUP.BARRIDO1
1092588;INVESTIGACION;PRIMER BARRIDO;20211021;CEGROUP.BARRIDO1
414103;INVESTIGACION;PRIMER BARRIDO;20210817;CEGROUP.BARRIDO1
996140;INVESTIGACION;PRIMER BARRIDO;20210921;CEGROUP.BARRIDO1
984961;INVESTIGACION;PRIMER BARRIDO;20210823;CEGROUP.BARRIDO1
2651154;INVESTIGACION;PRIMER BARRIDO;20210921;CEGROUP.BARRIDO1
976075;INVESTIGACION;PRIMER BARRIDO;20211216;CEGROUP.BARRIDO1
981426;INVESTIGACION;PRIMER BARRIDO;20211206;CEGROUP.BARRIDO1
981651;INVESTIGACION;PRIMER BARRIDO;20211216;CEGROUP.BARRIDO1
988787;INVESTIGACION;PRIMER BARRIDO;20210825;CEGROUP.BARRIDO1
1085557;INVESTIGACION;PRIMER BARRIDO;20211117;CEGROUP.BARRIDO1
997880;RENUENTE;NO CONTESTA;20220211;CEGROUP.RENUENTES
998097;INVESTIGACION;PRIMER BARRIDO;20211021;CEGROUP.BARRIDO1
1003430;INVESTIGACION;PRIMER BARRIDO;20210909;CEGROUP.BARRIDO1
1083710;INVESTIGACION;PRIMER BARRIDO;20211021;CEGROUP.BARRIDO1
887717;INVESTIGACION;PRIMER BARRIDO;20210817;CEGROUP.BARRIDO1
1039127;INVESTIGACION;PRIMER BARRIDO;20210921;CEGROUP.BARRIDO1
3479574;INVESTIGACION;DATOS EXTERNOS SUPER GIROS;20210618;SUPERGIROS1
3651938;INVESTIGACION;PRIMER BARRIDO;20211120;CEGROUP.BARRIDO1
984829;INVESTIGACION;PRIMER BARRIDO;20211216;CEGROUP.BARRIDO1
3342909;RENUENTE;MENSAJE EXTERNO;20220124;CEGROUP.RENUENTES
1001033;INVESTIGACION;PRIMER BARRIDO;20210921;CEGROUP.BARRIDO1
1989830;INVESTIGACION;PRIMER BARRIDO;20211116;CEGROUP.BARRIDO1
986071;INVESTIGACION;PRIMER BARRIDO;20210823;CEGROUP.BARRIDO1
922602;INVESTIGACION;PRIMER BARRIDO;20210823;CEGROUP.BARRIDO1
992542;INVESTIGACION;PRIMER BARRIDO;20210817;CEGROUP.BARRIDO1
1090375;INVESTIGACION;PRIMER BARRIDO;20211215;CEGROUP.BARRIDO1
890483;INVESTIGACION;PRIMER BARRIDO;20220125;CEGROUP.BARRIDO1
4647161;INVESTIGACION;PRIMER BARRIDO;20211021;CEGROUP.BARRIDO1
1037488;INVESTIGACION;PRIMER BARRIDO;20211130;CEGROUP.BARRIDO1
1701112;INVESTIGACION;PRIMER BARRIDO;20211105;CEGROUP.BARRIDO1
150933;INVESTIGACION;PRIMER BARRIDO;20211203;CEGROUP.BARRIDO1
1551686;INVESTIGACION;SEGUNDO BARRIDO;20210825;CEGROUP.BARRIDO2
2034823;INVESTIGACION;PRIMER BARRIDO;20210831;CEGROUP.BARRIDO1
975765;INVESTIGACION;PRIMER BARRIDO;20211216;CEGROUP.BARRIDO1
1085434;INVESTIGACION;PRIMER BARRIDO;20211117;CEGROUP.BARRIDO1
993343;INVESTIGACION;PRIMER BARRIDO;20220125;CEGROUP.BARRIDO1
880623;INVESTIGACION;PRIMER BARRIDO;20211022;CEGROUP.BARRIDO1
1541511;INVESTIGACION;SEGUNDO BARRIDO;20210824;CEGROUP.BARRIDO2
2395937;INVESTIGACION;PRIMER BARRIDO;20210909;CEGROUP.BARRIDO1
4506991;INVESTIGACION;SEGUNDO BARRIDO;20210824;CEGROUP.BARRIDO2
682850;INVESTIGACION;PRIMER BARRIDO;20211125;CEGROUP.BARRIDO1
3403774;INVESTIGACION;PRIMER BARRIDO;20211127;CEGROUP.BARRIDO1
880426;INVESTIGACION;SEGUNDO BARRIDO;20210824;CEGROUP.BARRIDO2
1739584;INVESTIGACION;SEGUNDO BARRIDO;20210708;CEGROUP.BARRIDO2
109019;INVESTIGACION;DATOS EXTERNOS SUPER GIROS;20210818;SUPERGIROS1
1543546;INVESTIGACION;SEGUNDO BARRIDO;20210824;CEGROUP.BARRIDO2
1842804;INVESTIGACION;PRIMER BARRIDO;20210831;CEGROUP.BARRIDO1
2199696;INVESTIGACION;SEGUNDO BARRIDO;20210518;CEGROUP.BARRIDO2
1514604;RENUENTE;INTENSION DE PAGO;20220210;CEGROUP.RENUENTES
3089113;INVESTIGACION;SEGUNDO BARRIDO;20210820;CEGROUP.BARRIDO2
4922262;RENUENTE;NO CONTESTA;20220126;CEGROUP.RENUENTES
1545596;INVESTIGACION;SEGUNDO BARRIDO;20210824;CEGROUP.BARRIDO2
975478;INVESTIGACION;PRIMER BARRIDO;20211216;CEGROUP.BARRIDO1
1002008;RENUENTE;NO CONTESTA;20220202;MAYRA.RUIZ
1088477;INVESTIGACION;PRIMER BARRIDO;20211124;CEGROUP.BARRIDO1
1012549;RENUENTE;SIN INTENSION DE PAGO;20220210;CEGROUP.RENUENTES
1018533;INVESTIGACION;PRIMER BARRIDO;20211021;CEGROUP.BARRIDO1
880579;INVESTIGACION;PRIMER BARRIDO;20211023;CEGROUP.BARRIDO1
880799;INVESTIGACION;PRIMER BARRIDO;20211023;CEGROUP.BARRIDO1
923595;INVESTIGACION;PRIMER BARRIDO;20211109;CEGROUP.BARRIDO1
1086539;INVESTIGACION;PRIMER BARRIDO;20211125;CEGROUP.BARRIDO1
3044315;INVESTIGACION;PRIMER BARRIDO;20220211;CEGROUP.BARRIDO1
732892;INVESTIGACION;PRIMER BARRIDO;20211023;CEGROUP.BARRIDO1
987345;INVESTIGACION;PRIMER BARRIDO;20210830;CEGROUP.BARRIDO1
974889;INVESTIGACION;PRIMER BARRIDO;20211202;CEGROUP.BARRIDO1
1001628;INVESTIGACION;PRIMER BARRIDO;20211021;CEGROUP.BARRIDO1
1088324;RENUENTE;MENSAJE EXTERNO;20220118;GRUPO.INVESTIGACION
1055212;INVESTIGACION;PRIMER BARRIDO;20211021;CEGROUP.BARRIDO1
3433996;INVESTIGACION;PRIMER BARRIDO;20211125;CEGROUP.BARRIDO1
3535982;INVESTIGACION;PRIMER BARRIDO;20211108;CEGROUP.BARRIDO1
1952707;INVESTIGACION;PRIMER BARRIDO;20210824;CEGROUP.BARRIDO1
973935;INVESTIGACION;PRIMER BARRIDO;20211204;CEGROUP.BARRIDO1
974109;INVESTIGACION;PRIMER BARRIDO;20211202;CEGROUP.BARRIDO1
1000662;INVESTIGACION;PRIMER BARRIDO;20211104;CEGROUP.BARRIDO1
1011261;INVESTIGACION;PRIMER BARRIDO;20211116;CEGROUP.BARRIDO1
985497;INVESTIGACION;PRIMER BARRIDO;20210825;CEGROUP.BARRIDO1
1000513;INVESTIGACION;PRIMER BARRIDO;20211130;CEGROUP.BARRIDO1
1011212;INVESTIGACION;PRIMER BARRIDO;20211116;CEGROUP.BARRIDO1
1017162;ACUERDO;PAGO TOTAL;20220211;VIVIANA.MAHECHA
2049604;INVESTIGACION;SEGUNDO BARRIDO;20210811;CEGROUP.BARRIDO2
1759842;INVESTIGACION;PRIMER BARRIDO;20211021;CEGROUP.BARRIDO1
907055;INVESTIGACION;SEGUNDO BARRIDO;20210820;CEGROUP.BARRIDO2
533513;INVESTIGACION;PRIMER BARRIDO;20211021;CEGROUP.BARRIDO1
4941179;INVESTIGACION;PRIMER BARRIDO;20210825;CEGROUP.BARRIDO1
1061044;INVESTIGACION;SEGUNDO BARRIDO;20210825;CEGROUP.BARRIDO2
3168210;INVESTIGACION;PRIMER BARRIDO;20210909;CEGROUP.BARRIDO1
605773;INVESTIGACION;SEGUNDO BARRIDO;20210518;CEGROUP.BARRIDO2
590842;INVESTIGACION;SEGUNDO BARRIDO;20210826;CEGROUP.BARRIDO2
910666;INVESTIGACION;SEGUNDO BARRIDO;20210814;CEGROUP.BARRIDO2
3826684;INVESTIGACION;SEGUNDO BARRIDO;20210629;CEGROUP.BARRIDO2
974436;INVESTIGACION;PRIMER BARRIDO;20211204;CEGROUP.BARRIDO1
974710;INVESTIGACION;PRIMER BARRIDO;20211202;CEGROUP.BARRIDO1
986753;INVESTIGACION;PRIMER BARRIDO;20210830;CEGROUP.BARRIDO1
1000870;INVESTIGACION;PRIMER BARRIDO;20211104;CEGROUP.BARRIDO1
1000928;INVESTIGACION;PRIMER BARRIDO;20211124;CEGROUP.BARRIDO1
1001218;RENUENTE;FALLECIDO;20210709;CEGROUP.FALLECIDO
1017705;INVESTIGACION;PRIMER BARRIDO;20211105;CEGROUP.BARRIDO1
885528;INVESTIGACION;PRIMER BARRIDO;20210921;CEGROUP.BARRIDO1
885411;INVESTIGACION;PRIMER BARRIDO;20211104;CEGROUP.BARRIDO1
3279001;INVESTIGACION;PRIMER BARRIDO;20211215;CEGROUP.BARRIDO1
577735;INVESTIGACION;PRIMER BARRIDO;20210817;CEGROUP.BARRIDO1
991851;RENUENTE;FALLECIDO;20210710;CEGROUP.FALLECIDO
2483256;INVESTIGACION;SEGUNDO BARRIDO;20210930;CEGROUP.BARRIDO2
2612753;INVESTIGACION;SEGUNDO BARRIDO;20211030;CEGROUP.BARRIDO2
4492355;INVESTIGACION;PRIMER BARRIDO;20211105;CEGROUP.BARRIDO1
2716683;INVESTIGACION;PRIMER BARRIDO;20211021;CEGROUP.BARRIDO1
886261;INVESTIGACION;PRIMER BARRIDO;20210817;CEGROUP.BARRIDO1
3712684;INVESTIGACION;PRIMER BARRIDO;20211021;CEGROUP.BARRIDO1
396842;INVESTIGACION;PRIMER BARRIDO;20210824;CEGROUP.BARRIDO1
1041593;INVESTIGACION;SEGUNDO BARRIDO;20210824;CEGROUP.BARRIDO2
740451;INVESTIGACION;SEGUNDO BARRIDO;20210520;CEGROUP.BARRIDO2
599905;INVESTIGACION;SEGUNDO BARRIDO;20210826;CEGROUP.BARRIDO2
91973;INVESTIGACION;SEGUNDO BARRIDO;20210630;CEGROUP.BARRIDO2
604866;INVESTIGACION;PRIMER BARRIDO;20211216;CEGROUP.BARRIDO1
3183966;INVESTIGACION;PRIMER BARRIDO;20211116;CEGROUP.BARRIDO1
